"","ctylabel","date","newtar","fdignp","gdp_pc_95d","polityiv_update2","usheg","lnpop"
"2071","Indonesia",1970,37.1226105152463,0.8558586870546,298.110229492188,-7,0.27561292052269,18.5822639465332
"2072","Indonesia",1971,32.9233105297613,1.41431853913773,311.412994384766,-7,0.267898082733154,18.6062412261963
"2073","Indonesia",1972,45.4102980745626,1.80987213686536,327.870086669922,-7,0.267186164855957,18.6306171417236
"2074","Indonesia",1973,41.4305040185436,0.0918639828841056,351.239471435547,-7,0.257417380809784,18.6550407409668
"2075","Indonesia",1974,33.3685507364365,-0.18626299007916,371.169555664062,-7,0.255622565746307,18.6791858673096
"2076","Indonesia",1975,28.3489722651375,1.51877530469225,384.936553955078,-7,0.24888813495636,18.7027645111084
"2077","Indonesia",1976,39.639049958317,0.886023930960037,398.039215087891,-7,0.256521612405777,18.7274494171143
"2078","Indonesia",1977,34.4746981518137,0.494457875729416,422.487701416016,-7,0.255827814340591,18.7506771087646
"2079","Indonesia",1978,38.3432028170056,0.524103891845289,451.295684814453,-7,0.259173780679703,18.7727756500244
"2080","Indonesia",1979,31.612146920186,0.428515742284379,473.132171630859,-7,0.249924808740616,18.7940483093262
"2081","Indonesia",1980,29,0.240621455998865,503.864044189453,-7,0.243417471647263,18.8147678375244
"2082","Indonesia",1981,28.1775375318102,0.148724655865835,534.108276367188,-7,0.259311199188232,18.8348083496094
"2083","Indonesia",1982,30.8465056160372,0.249652735485988,529.713684082031,-7,0.255800783634186,18.8540496826172
"2084","Indonesia",1983,37.657480841079,0.356634828247731,563.829650878906,-7,0.26550218462944,18.8727531433105
"2085","Indonesia",1984,37,0.269091063565488,593.249755859375,-7,0.29880091547966,18.8911552429199
"2086","Indonesia",1985,27,0.374502136955777,602.73291015625,-7,0.295243144035339,18.909481048584
"2087","Indonesia",1986,31.5,0.339454721626599,627.22216796875,-7,0.288656324148178,18.9275894165039
"2088","Indonesia",1987,30.6159095733631,0.535433376742218,648.839782714844,-7,0.273409217596054,18.9453468322754
"2089","Indonesia",1988,15.2659492885276,0.680193895285788,678.023071289062,-7,0.275646895170212,18.9629707336426
"2090","Indonesia",1989,25.2000007629395,0.703862776990982,726.651672363281,-7,0.278538733720779,18.9806575775146
"2091","Indonesia",1990,20.6000003814697,1.00083544011629,777.981201171875,-7,0.26083317399025,18.9985961914062
"2092","Indonesia",1991,20.2999992370605,1.20907826983198,832.650207519531,-7,0.258987247943878,19.0161991119385
"2093","Indonesia",1992,20,1.33671579484849,877.498474121094,-7,0.262301683425903,19.0334644317627
"2094","Indonesia",1993,19.3999996185303,1.31848752882975,925.345520019531,-7,0.281292796134949,19.0503940582275
"2095","Indonesia",1994,19.4577809454061,1.22510032096236,978.740966796875,-7,0.278358489274979,19.066987991333
"2096","Indonesia",1995,14.0187971131841,2.21522377696137,1042.04663085938,-7,0.262719452381134,19.0832443237305
"2097","Indonesia",1996,13.1999998092651,2.79921346945225,1105.46203613281,-7,0.26816999912262,19.0995082855225
"2098","Indonesia",1997,18.8524226960273,2.23309842214782,1138.73950195312,-7,0.284403562545776,19.1157779693604
"2099","Indonesia",1998,9.5,-0.3809739788218,974.628723144531,-5,0.295667797327042,19.1320533752441
"2100","Indonesia",1999,10.8999996185303,-2.07222006943372,961.837585449219,7,0.308314651250839,19.1483345031738
